source,target,prediction
Yvon Maday,Michael J. Shelley,N
Paul Davidsson,Michael J. Todd,N
Christian Jacquemin,Michael J. Todd,N
Mary Mehrnoosh Eshaghian,Michael J. Todd,N
Phil Diamond,Michael Jenkin,N
Michael Peter Kennedy,Michael Jenkin,N
Margaréta Halická,Michael Jenkin,N
Marcela Genero,Michael Jenkin,N
Dietmar Schomburg,Michael Jünger,N
Eric S. K. Yu,Michael Jünger,N
Thomas W. Sederberg,Michael Jünger,N
Colin McDiarmid,Michael Jünger,N
Juraj Hromkovic,Michael Jünger,N
Masaaki Honda,Michael Jünger,N
Dimitrios Kagaris,Michael Jünger,N
Laurent David,Michael K. Gilson,P
Vladimir Zwass,Michael K. Gilson,N
Evangelia Tzifa,Michael K. Gilson,N
Nirmal K. Bose,Michael K. Ng,P
Michele Morelli,Michael K. Ng,N
Myrna Holtz Wooders,Michael K. Ng,N
Lorenzo Alvisi,Michael K. Reiter,P
Pierangela Samarati,Michael K. Reiter,P
Bhargab B. Bhattacharya,Michael K. Reiter,N
Stuart M. Allen,Michael K. Reiter,N
Mingsheng Ying,Michael K. Reiter,N
Howard Bowman,Michael Koch 0001,N
Qiang Bi,Michael Koch 0001,N
David Burshtein,Michael Krivelevich,P
Dimitris Achlioptas,Michael Krivelevich,P
Jeong Han Kim,Michael Krivelevich,P
Nicholas C. Wormald,Michael Krivelevich,P
Prasad Tetali,Michael Krivelevich,P
Roy Meshulam,Michael Krivelevich,P
Van H. Vu,Michael Krivelevich,P
Venkataraman Ramesh,Michael Krivelevich,N
Yuh-Shyan Chen,Michael Krivelevich,N
Ivan Nunes da Silva,Michael Krivelevich,N
William T. Trotter,Michael Krivelevich,N
Christina M. Mynhardt,Michael Krivelevich,N
Carl Kugler,Michael Krivelevich,N
Gilles Schaeffer,Michael Krivelevich,N
Encarna Segarra,Michael L. Honig,N
Angel P. Del Pobil,Michael L. Honig,N
David C. Chou,Michael L. Honig,N
Mahmut T. Kandemir,Michael L. Honig,N
Michael J. Kearns,Michael L. Littman,P
Peter D. Turney,Michael L. Littman,P
Peter Stone,Michael L. Littman,P
Dylan M. Jones,Michael L. Littman,N
Paul Bao,Michael L. Littman,N
Louis L. Scharf,Michael L. McCloud,P
Mahesh K. Varanasi,Michael L. McCloud,P
Mariko Yasugi,Michael L. McCloud,N
Sanjoy K. Baruah,Michael L. McCloud,N
Samia Loucif,Michael L. McCloud,N
Peter McGeorge,Michael L. McCloud,N
Andris Ambainis,Michael L. McCloud,N
Mohammad Zubair,Michael L. McCloud,N
Kevin M. Lynch,Michael L. McCloud,N
Carl Lagoze,Michael L. Nelson,P
Les Carr,Michael L. Nelson,P
Stevan Harnad,Michael L. Nelson,P
Hung-Chang Hsiao,Michael L. Nelson,N
Amit Singhal,Michael L. Overton,N
Sandra Slaughter,Michael L. Overton,N
Nysret Musliu,Michael L. Overton,N
Juan J. Nieto,Michael L. Overton,N
Seong-Lyun Kim,Michael Langberg,N
Dan Diaper,Michael Langberg,N
Amitava Datta,Michael Leuschel,N
Prasant Mohapatra,Michael Leuschel,N
Yasuhiko Morimoto,Michael Leuschel,N
Jay H. Lee,Michael Lewis 0001,N
Erik Guttman,Michael Lewis 0001,N
Juan Manuel Peña,Michael Liljenstam,N
Yongzhong Song,Michael Liljenstam,N
Rainer Müller,Michael Liljenstam,N
Daniel A. Spielman,Michael Luby,P
Jim Gemmell,Michael Luby,P
Luigi Rizzo,Michael Luby,P
Robert W. P. Luk,Michael Luby,N
Richard Cole 0001,Michael Luby,N
Mary Lou Soffa,Michael Luby,N
Johannes B. Huber,Michael Luby,N
Eduardo Alonso,Michael Luck,P
Luc Longpré,Michael Luck,N
Jiming Liu 0001,Michael Luck,N
Stefano Ceri,Michael Luck,N
Owen Rambow,Michael M. Wagner,N
Lorenzo Alvisi,Michael M. Wagner,N
M. Anthony Lewis,Michael M. Wagner,N
Moustafa Elshafei,Michael Mealling,N
Eugenio Moggi,Michael Mendler,P
Neil Immerman,Michael Mendler,N
Iain B. Collings,Michael Merz,N
Chitta Baral,Michael Merz,N
Chia-Hsiang Menq,Michael Merz,N
Doo-Hwan Bae,Michael Merz,N
Aldo Laurentini,Michael Merz,N
Antonio Montes,Michael Merz,N
Daniel A. Spielman,Michael Mitzenmacher,P
Eli Gafni,Michael Mitzenmacher,P
Michael Luby,Michael Mitzenmacher,P
Mohammad Amin Shokrollahi,Michael Mitzenmacher,P
Rajmohan Rajaraman,Michael Mitzenmacher,P
Ignacio García-Jurado,Michael Mitzenmacher,N
David S. Gunderson,Michael Molloy,P
Nikos Paragios,Michael Molloy,N
Kyung Sup Kwak,Michael Molloy,N
Tamer Basar,Michael N. Huhns,N
Prabir Daripa,Michael N. Huhns,N
Reed Solomon,Michael N. Huhns,N
Patrick Amestoy,Michael N. Huhns,N
Girish H. Subramanian,Michael N. Huhns,N
Bernard Mourrain,Michael N. Vrahatis,P
Georgios Pavlides,Michael N. Vrahatis,P
Vassilis P. Plagianakos,Michael N. Vrahatis,P
Xiaoyang Sean Wang,Michael N. Vrahatis,N
Timo Saarinen,Michael N. Vrahatis,N
Reginald L. Lagendijk,Michael N. Vrahatis,N
Shigeru Katagiri,Michael N. Vrahatis,N
Xia Hong 0001,Michael N. Vrahatis,N
Rosario Rubio San Miguel,Michael N. Vrahatis,N
Neeran M. Karnik,Michael N. Vrahatis,N
Lane A. Hemaspaandra,Michael O'Shea,N
Mikhail V. Solodov,Michael O'Shea,N
Henk J. Sips,Michael O'Shea,N
Donald P. Greenberg,Michael O'Shea,N
Ryan Kastner,Michael O. Albertson,N
Marco Conti,Michael O. Albertson,N
Richard T. Vidgen,Michael O. Albertson,N
Louiqa Raschid,Michael O. Ball,P
Amnon Shashua,Michael O. Ball,N
Dragan Marusic,Michael O. Ball,N
Long Quan,Michael O. Ball,N
Brian S. Butler,Michael O. Ball,N
Derek G. Corneil,Michael O. Ball,N
Amir Shpilka,Michael O. Ball,N
D. Cheng,Michael O. Rabin,N
Oscar Y. Takeshita,Michael P. Fitz,P
Tamal K. Dey,Michael P. Fitz,N
Ran Raz,Michael P. Fitz,N
Nobuyuki Matsui,Michael P. Fitz,N
Jeffrey K. MacKie-Mason,Michael P. Wellman,P
William E. Walsh,Michael P. Wellman,P
Ivana Kolingerová,Michael P. Wellman,N
Andrea Bonarini,Michael P. Wellman,N
Pamela C. Cosman,Michael P. Wellman,N
Ger Koole,Michael Parent,N
Günther Greiner,Michael Parent,N
Sergio Rajsbaum,Michael Parent,N
Otto Rentz,Michael Parent,N
Paul Gray,Michael Paterakis,N
Dragan Nesic,Michael Paterakis,N
Anath Fischer,Michael Peter Kennedy,N
Pascal Frossard,Michael Peter Kennedy,N
Gregor von Laszewski,Michael Philippsen,P
Ian T. Foster,Michael Philippsen,P
José E. Moreira,Michael Philippsen,P
Byung-Ha Ahn,Michael Philippsen,N
Yaoyun Shi,Michael Philippsen,N
Paul Frenger,Michael Pidd,N
Mihalis Yannakakis,Michael Pidd,N
Christoph von der Malsburg,Michael R. Fellows,N
Hui Liu,Michael R. Fellows,N
Tzonelih Hwang,Michael R. Fellows,N
Larry Kerschberg,Michael R. Fellows,N
Kam-Fai Wong,Michael R. Lyu,P
Jan Treur,Michael R. Lyu,N
Martial Hebert,Michael R. Macedonia,N
Rajeev Rastogi,Michael R. Macedonia,N
Michael L. Nelson,Michael R. Macedonia,N
Robert E. Mahony,Michael R. Macedonia,N
Samuel H. Huang,Michael R. Macedonia,N
András Schubert,Michael R. Macedonia,N
Harry Bouwman,Michael Rathjen,N
Hideo Miyahara,Michael Rathjen,N
Thomas W. Sederberg,Michael Rathjen,N
Letizia Lo Presti,Michael Rathjen,N
Louis W. Shapiro,Michael Reid,P
Richard Ehrenborg,Michael Reid,P
Richard E. Korf,Michael Reid,P
Stefan Edelkamp,Michael Reid,P
Alexandra Poulovassilis,Michael Reid,N
Hany H. Ammar,Michael Reid,N
Wen-Guey Tzeng,Michael Reid,N
Jean-Pierre Seifert,Michael Reid,N
Ioan Tomescu,Michael Reid,N
M. Anwarul Hasan,Michael Reid,N
Yasuhiko Morimoto,Michael Rice,N
Tony F. Chan,Michael Rice,N
N. Ramanujam,Michael Rice,N
Ming-Yuan Zhu,Michael Riley,N
Jean-Luc Koning,Michael Riley,N
Guozhao Wang,Michael Riley,N
Jasjit S. Suri,Michael Riley,N
Bernard Tiddeman,Michael Riley,N
Sholom M. Weiss,Michael Rosemann,N
Andy King,Michael Rosemann,N
Mark A. Musen,Michael Rosemann,N
Deying Li,Michael Rosemann,N
Theodore S. Papatheodorou,Michael Rosemann,N
Ricardo S. Sánchez Peña,Michael S. Borella,N
Vishwani D. Agrawal,Michael S. Hsiao,P
Frederic T. Chong,Michael S. Hsiao,N
J. G. Dai,Michael S. Hsiao,N
Takeshi Ogura,Michael S. Hsiao,N
Wojciech Penczek,Michael S. Jacobson,N
Robert Schreiber,Michael S. Schlansker,P
Walter J. Freeman,Michael S. Schlansker,N
George Pavlou,Michael S. Schlansker,N
Todd F. Dupont,Michael S. Schlansker,N
Cong-hua Yan,Michael Scaife,N
Michele Conforti,Michael Scaife,N
Jianfei Cai,Michael Scaife,N
Mukesh K. Mohania,Michael Schrefl,P
Johan van Benthem,Michael Schrefl,N
David R. Gilbert,Michael Schroeder 0001,P
Luís Moniz Pereira,Michael Schroeder 0001,P
Ralf Schweimeier,Michael Schroeder 0001,P
Rolf Apweiler,Michael Schroeder 0001,P
Carson C. Chow,Michael Schroeder 0001,N
Igor E. Shparlinski,Michael Schroeder 0001,N
Bernhard Gramlich,Michael Sebek,N
Hugo de Garis,Michael Sebek,N
Martin Bouchard,Michael Sebek,N
L. B. S. Raccoon,Michael Segal 0001,N
Wim L. C. Rutten,Michael Segal 0001,N
Stephen G. Kobourov,Michael T. Goodrich,P
David B. Arnold,Michael T. Goodrich,N
Roberto Barbuti,Michael T. Goodrich,N
Jonathan Lawry,Michael T. Goodrich,N
Annalisa Bossi,Michael T. Goodrich,N
Amy R. Reibman,Michael T. Orchard,P
Bo Tao,Michael T. Orchard,P
Harold S. Stone,Michael T. Orchard,P
Onur G. Guleryuz,Michael T. Orchard,P
Vinay A. Vaishampayan,Michael T. Orchard,P
Paul M. J. Van den Hof,Michael T. Orchard,N
Vassily V. Nalimov,Michael T. Orchard,N
Min Chen,Michael T. Orchard,N
Yin-Feng Xu,Michael T. Orchard,N
Steven D. Eppinger,Michael T. Pich,P
Elena Katok,Michael T. Pich,N
Arlindo L. Oliveira,Michael T. Pich,N
Zhi-Pei Liang,Michael Unser,P
Upamanyu Madhow,Michael Unser,N
Thilo Sauter,Michael Unser,N
Nikolai K. Vereshchagin,Michael V. Vyugin,P
Vladimir V. V'yugin,Michael V. Vyugin,P
Hongzhan Huang,Michael V. Vyugin,N
Ian Wakeman,Michael V. Vyugin,N
Siu Lun Ma,Michael V. Vyugin,N
Maria Carolina Monard,Michael V. Vyugin,N
Alan R. Dennis,Michael Vitale,P
Blake Ives,Michael Vitale,P
Eric K. Clemons,Michael Vitale,P
Joey F. George,Michael Vitale,P
Joseph S. Valacich,Michael Vitale,P
Maryam Alavi,Michael Vitale,P
M. Lynne Markus,Michael Vitale,P
Richard Baskerville,Michael Vitale,P
Richard T. Watson,Michael Vitale,P
Robert D. Galliers,Michael Vitale,P
Robert W. Zmud,Michael Vitale,P
Ron Weber,Michael Vitale,P
Rudy Hirschheim,Michael Vitale,P
Toshio Okamoto,Michael Vitale,N
Alberto Prieto,Michael Vitale,N
Deryk Osthus,Michael Vitale,N
Juhani Karhumäki,Michael Vitale,N
Holger Theisel,Michael Vitale,N
Donald Sannella,Michael W. Mislove,P
Giorgio Ausiello,Michael W. Mislove,P
Wen-Syan Li,Michael W. Mislove,N
Daniel Vanderpooten,Michael W. Mislove,N
Genghua Fan,Michael W. Mislove,N
David J. Hawkes,Michael W. Vannier,P
J. Michael Fitzpatrick,Michael W. Vannier,P
Xavier Pennec,Michael W. Vannier,P
Alexander Russell,Michael W. Vannier,N
Kostas Pentikousis,Michael W. Vannier,N
Yaneer Bar-Yam,Michael Werman,P
Fuchun Sun,Michael Werman,N
Fritz von Haeseler,Michael Werman,N
Roberto Sabella,Michael Werman,N
Ralf Zimmer,Michael Werman,N
Michel Las Vergnas,Michael Werman,N
Paolo Cremonesi,Michael Werman,N
Kenneth Rose,Michael Winter,N
Bonnie A. Nardi,Michael Winter,N
Paolo Ciancarini,Michael Wooldridge,P
Simon Parsons,Michael Wooldridge,P
Dominik Schötzau,Michael Yu Wang,N
James Y. L. Thong,Michael Yu Wang,N
Brandon Bennett,Michael Zakharyaschev,P
Holger Sturm,Michael Zakharyaschev,P
John Håkon Husøy,Michael Zibulevsky,N
Daniel E. Koditschek,Michael van Lent,N
Hakan A. Çirpan,Michail K. Tsatsanis,P
Nicholas D. Sidiropoulos,Michail K. Tsatsanis,P
Ruifeng Zhang,Michail K. Tsatsanis,P
Takamasa Koshizen,Michail K. Tsatsanis,N
Gábor Hetyei,Michal Irani,N
Weijun Liu,Michal Irani,N
Murat Kunt,Michal Irani,N
Mauro Olivieri,Michal Irani,N
Jan Chomicki,Michal Irani,N
Asok Ray,Michal Irani,N
Joachim M. Buhmann,Michal Irani,N
August Bequai,Michal Irani,N
Heinrich Wansing,Michal Karonski,N
Howie Choset,Michal Karonski,N
Pekka Neittaanmäki,Michal Krízek,P
Jean-Pierre Richard,Michal Krízek,N
Anna R. Karlin,Michal Krízek,N
Charles Cole 0001,Michal Krízek,N
Alex Samorodnitsky,Michal Parnas,P
Dana Ron,Michal Parnas,P
Danny Dolev,Michal Parnas,P
Nathan Linial,Michal Parnas,P
Yehuda Roditty,Michal Parnas,P
Chein-Wei Jen,Michal Parnas,N
Sadayuki Tsugawa,Michal Parnas,N
Francisco Gómez 0001,Michal Parnas,N
George D. Magoulas,Michal Pechoucek,N
Jeff Erickson 0001,Michal Pechoucek,N
Magne Haveraaen,Michal Walicki,P
David R. Karger,Michal Walicki,N
Stephen J. Childe,Michal Walicki,N
Miquel Sànchez-Marrè,Michal Walicki,N
Jan Treur,Michal Walicki,N
John A. Shuler,Michal Walicki,N
Philip E. Gill,Michal Walicki,N
Shinichi Morishita,Michal Walicki,N
Ronald A. DeVore,Michal Walicki,N
Rakesh M. Verma,Michaël Rusinowitch,P
Kenneth M. Merz Jr.,Michaël Rusinowitch,N
Max Bramer,Michaël Rusinowitch,N
Carl H. Smith,Michaël Rusinowitch,N
Herbert K. H. Lee,Michel Barlaud,N
Soura Dasgupta,Michel Barlaud,N
Eduard H. Hovy,Michel Barlaud,N
Dmitrij Frishman,Michel Barlaud,N
Yongguang Zhang,Michel Barlaud,N
Yves Métivier,Michel Bauderon,P
Bert R. Boyce,Michel Bauderon,N
Esteban Feuerstein,Michel Benaroch,N
Manuel Ojeda-Aciego,Michel Benaroch,N
Marcin Paprzycki,Michel Benaroch,N
Dieter Fensel,Michel C. A. Klein,P
Frank van Harmelen,Michel C. A. Klein,P
Stefan Decker,Michel C. A. Klein,P
Leslie M. Collins,Michel C. A. Klein,N
Arturo Hernández Aguirre,Michel C. A. Klein,N
Li Zhang 0002,Michel C. A. Klein,N
Nabil H. Farhat,Michel Cosnard,N
Keiji Konishi,Michel Cosnard,N
Thilo Kielmann,Michel Devy,N
Dror G. Feitelson,Michel Devy,N
Gerard J. Chang,Michel Deza,P
Yannis Manoussakis,Michel Deza,P
Mark A. Anastasio,Michel Deza,N
Akifumi Makinouchi,Michel Deza,N
Zengtai Gong,Michel Deza,N
Krithi Ramamritham,Michel Deza,N
Thomas Böhme 0001,Michel Deza,N
Kemal Altinkemer,Michel Deza,N
Armando Blanco,Michel Diaz,N
Michael Florian,Michel Gendreau,P
Paul J. Kühn,Michel Gendreau,N
Prakash M. Nadkarni,Michel Gendreau,N
Dorit S. Hochbaum,Michel Gendreau,N
Paul M. J. Van den Hof,Michel Gevers,P
Nohpill Park,Michel Gevers,N
Alain Appriou,Michel Grabisch,P
Alessandro Saffiotti,Michel Grabisch,P
Claudio Sossai,Michel Grabisch,P
Frédéric Cuppens,Michel Grabisch,P
Hélène Fargier,Michel Grabisch,P
Isabelle Bloch,Michel Grabisch,P
Jérôme Lang,Michel Grabisch,P
Laurence Cholvy,Michel Grabisch,P
Pedro Gil,Michel Grabisch,P
Philippe Besnard,Michel Grabisch,P
Philippe Smets,Michel Grabisch,P
Roger M. Cooke,Michel Grabisch,P
Salem Benferhat,Michel Grabisch,P
Serafín Moral,Michel Grabisch,P
San Murugesan,Michel Grabisch,N
Predrag R. Jelenkovic,Michel Grabisch,N
Meng Chang Chen,Michel Grabisch,N
Edward R. Dougherty,Michel Habib,N
Meir Feder,Michel Habib,N
David Forge,Michel Las Vergnas,P
Shahrokh Saeednia,Michel Las Vergnas,N
Mireille Ducassé,Michel Las Vergnas,N
Ralf Hinze,Michel Las Vergnas,N
Robert St. Amant,Michel Las Vergnas,N
Ian M. Hodkinson,Michel Las Vergnas,N
Bhaskar Dutta,Michel Le Breton,P
John Duggan,Michel Le Breton,P
Maqbool Dada,Michel Le Breton,N
Duk Kyung Kim,Michel Le Breton,N
Yiyan Wu,Michel M. Verstraete,N
Qing Huo Liu,Michel M. Verstraete,N
Adam Janiak,Michel M. Verstraete,N
Claude H. Moog,Michel Malabre,P
Jean-Michel Dion,Michel Malabre,P
Petr Zagalák,Michel Malabre,P
C. W. Chan,Michel Malabre,N
Sehun Kim,Michel Malabre,N
Peter E. Caines,Michel Malabre,N
Grant Cairns,Michel Malabre,N
Miranda van Uitert,Michel Mandjes,P
Peter M. A. Sloot,Michel Mandjes,N
Santosh Vempala,Michel Mandjes,N
Peter Triantafillou,Michel Mandjes,N
Chin-Teng Lin,Michel Mandjes,N
Ha Duong Phan,Michel Morvan,P
Matthieu Latapy,Michel Morvan,P
Michel Paindavoine,Michel Morvan,N
William R. Taylor,Michel P. Schellekens,N
Hiroshi Kawakami,Michel P. Schellekens,N
Xiaotie Deng,Michel P. Schellekens,N
Hans Z. Munthe-Kaas,Michel P. Schellekens,N
El-Bay Bourennane,Michel Paindavoine,P
Marco C. Campi,Michel Paindavoine,N
Emmanuelle Anceaume,Michel Raynal,P
Michael Zibulevsky,Michel Raynal,N
Michael C. Ferris,Michel Raynal,N
Imtiaz Ahmad,Michel Raynal,N
Demetres D. Kouvatsos,Michel Raynal,N
Giuliano Antoniol,Michel Raynal,N
Florence Azaïs,Michel Renovell,P
Adnan Darwiche,Michel Renovell,N
Gerhard Sorger,Michel Renovell,N
Byung Kook Kim,Michel Renovell,N
Philippe Lemmerling,Michel Riveill,N
Hee Yong Youn,Michel Riveill,N
Liu Wenyin,Michel Riveill,N
Joos Vandewalle,Michel Verleysen,P
Marie Cottrell,Michel Verleysen,P
Vincent Wertz,Michel Verleysen,P
Margaret M. Bayer,Michel Verleysen,N
Katia P. Sycara,Michel Verleysen,N
Robert Rettinger,Michel Verleysen,N
Vasant G. Honavar,Michel Verleysen,N
Riccardo Focardi,Michel Verleysen,N
Risto Miikkulainen,Michel Wermelinger,N
Eduard H. Hovy,Michel Wermelinger,N
Ina Fourie,Michel Wermelinger,N
Jacob M. Howe,Michel X. Goemans,N
Enea Zaffanella,Michel X. Goemans,N
Alexey Kalinov,Michel X. Goemans,N
John Gehl,Michel X. Goemans,N
Ross Feller,Michel de Mathelin,N
Jianbo Lu,Michel de Mathelin,N
Monica Bacchetta,Michel de Mathelin,N
Carla-Fabiana Chiasserini,Michela Meo,P
Carl Tropper,Michela Meo,P
Stewart W. Wilson,Michela Meo,N
Eduardo Gómez-Sánchez,Michela Meo,N
Yoshiaki Shirai,Michela Meo,N
Erlendur S. Thorsteinsson,Michela Milano,P
Greger Ottosson,Michela Milano,P
Rebecca Montanari,Michela Milano,P
Gilbert Cockton,Michela Milano,N
Edmund M. Clarke,Michela Milano,N
Stefan Boettcher,Michelangelo Grigni,P
Yuh-Jzer Joung,Michelangelo Grigni,N
John F. Horty,Michelangelo Grigni,N
Ee-Peng Lim,Michelangelo Grigni,N
Bonnie Rubenstein-Montano,Michele Boreale,N
Jörg Liebeherr,Michele Boreale,N
Giuseppe Castagna,Michele Bugliesi,P
Joseph M. Francos,Michele Bugliesi,N
Mauro Barni,Michele Bugliesi,N
J. I. Estévez,Michele Bugliesi,N
Francesco Quaglia,Michele Colajanni,P
Oran Sharon,Michele Colajanni,N
Yehoshua Sagiv,Michele Colajanni,N
Dario Petri,Michele Colajanni,N
Stefano Paraboschi,Michele Conforti,N
Alexej P. Pynko,Michele Conforti,N
Michael Gschwind,Michele Conforti,N
Lihong V. Wang,Michele Conforti,N
Antonio Pasini,Michele Conforti,N
Thomas Feuring,Michele Elia,N
Christodoulos A. Floudas,Michele Elia,N
Hassan N. A. Ismail,Michele Elia,N
Joachim von zur Gathen,Michele Favalli,N
Guido Proietti,Michele Flammini,P
Stephane Perennes,Michele Flammini,P
Mercè Llabrés,Michele Flammini,N
Samuel P. Midkiff,Michele Flammini,N
Javier Ruiz-del-Solar,Michele Flammini,N
Giovanni Emanuele Corazza,Michele Luglio,P
Giuseppe Caire,Michele Luglio,P
Marina Ruggieri,Michele Luglio,P
Peter Auer,Michele Luglio,N
Andrew D. Back,Michele Luglio,N
Thomas Sikora,Michele Luglio,N
Brad L. Hutchings,Michele Luglio,N
Wenlong Su,Michele Morelli,N
Paul E. Johnson,Michele Morelli,N
Friedemann Mattern,Michele Morelli,N
Alain Tapp,Michele Mosca,P
Takayuki Tanaka,Michele Mosca,N
Hyoung-Joo Kim,Michele Mosca,N
Jianqiang Yi,Michele Pagano,N
André Longtin,Michele Pagano,N
David A. Mix Barrington,Michele Pagano,N
Zeljko Mrcarica,Michele Pavon,N
Steven D. Sheetz,Michele Pavon,N
Lefteris M. Kirousis,Michele Zito,P
Leszek Gasieniec,Michele Zito,P
Nicola Galesi,Michele Zito,P
Paul H. Leng,Michele Zito,P
William Duckworth,Michele Zito,P
Wojciech Rytter,Michele Zito,P
Yannis C. Stamatiou,Michele Zito,P
John W. Lockwood,Michele Zito,N
Cees J. van Mullem,Michele Zito,N
Marc Moeneclaey,Michele Zito,N
Hamid Aghvami,Michele Zorzi,P
Mounir Hamdi,Michele Zorzi,P
William Turin,Michele Zorzi,P
Bruno Courcelle,Michele Zorzi,N
Michael Egmont-Petersen,Michele Zorzi,N
Stefano Basagni,Michele Zorzi,N
Prakash Panangaden,Michelle Effros,N
B. Ramakrishna Rau,Michelle Effros,N
Sungyun Lee,Michelle Effros,N
Zhihua Qu,Michelle Schatzman,N
Frank Maurer,Michelle Schatzman,N
Ishfaq Ahmad,Michelle Schatzman,N
Sing-Wai Cheung,Michelle Schatzman,N
Christos Levcopoulos,Michiel H. M. Smid,P
Ujjwal Maulik,Michiel H. M. Smid,N
Luis Miguel Pardo,Michiel H. M. Smid,N
Patrik Eklund,Michiel H. M. Smid,N
Robert Simon,Michiel H. M. Smid,N
Keith Stenning,Michiel van Lambalgen,P
Philip A. Bernstein,Michiel van Lambalgen,N
Aaron F. Bobick,Michiel van Lambalgen,N
Susanne Ufermann,Michiel van de Panne,N
Ljubisa A. Stankovic,Michiel van de Panne,N
Inge Jonassen,Michiel van de Panne,N
Erik F. Tjong Kim Sang,Michiel van de Panne,N
Mieczyslaw Borowiecki,Michiel van de Panne,N
Antonio Puliafito,Michiel van de Panne,N
John Suler,Michiel van de Panne,N
Hongbin Li,Michio Sugeno,N
Li Ping 0001,Michio Sugeno,N
Elizabeth M. Rudnick,Michio Sugeno,N
Greg Hjorth,Michio Sugeno,N
David Angeli,Michèle Basseville,N
Carlos Areces,Michèle Basseville,N
Jin Akiyama,Midori Kobayashi,P
Jaana Kekäläinen,Midori Kobayashi,N
Behnaam Aazhang,Mieczyslaw Borowiecki,N
Gavin J. Doherty,Mieke Massink,P
Michael Schroeder 0001,Mieke Massink,N
Thed N. van Leeuwen,Mieke Massink,N
Gyula O. H. Katona,Mieke Massink,N
Chang-Hoon Lee,Mignon Park,P
Junping Wang,Mignon Park,N
James Aspnes,Mignon Park,N
Roland T. Chin,Mignon Park,N
Özgür Ulusoy,Mignon Park,N
Dietmar Schomburg,Mignon Park,N
Daniele Frigioni,Miguel A. Alonso,N
Lisa Neal,Miguel A. Alonso,N
Joan Gimbert,Miguel Angel Fiol,P
Sun I. Kim,Miguel Angel Fiol,N
Allen S. Lee,Miguel Angel Fiol,N
Eelco Visser,Miguel Angel Fiol,N
Arto Salomaa,Miguel Angel Fiol,N
Tom Smith,Miguel Angel Fiol,N
Christopher C. Paige,Miguel Angel Salichs,N
Daniel Sánchez 0001,Miguel Delgado,P
Maria del Carmen Pegalajar Jiménez,Miguel Delgado,P
Maria J. Martín-Bautista,Miguel Delgado,P
Wolfgang Emmerich,Miguel Delgado,N
Eddie Cheng,Miguel Delgado,N
Constantine Stephanidis,Miguel Delgado,N
Cemil Kirbas,Miguel Delgado,N
Henry Wolkowicz,Miguel F. Anjos,P
Hideyuki Tsukagoshi,Miguel F. Anjos,N
Dan A. Ralescu,Miguel López-Díaz,P
Ken Sakamura,Miguel López-Díaz,N
Robert Cori,Miguel López-Díaz,N
Marzio Marseguerra,Miguel López-Díaz,N
Olvi L. Mangasarian,Miguel Nussbaum,N
Jesús S. Aguilar-Ruiz,Miguel Toro,P
José Cristóbal Riquelme Santos,Miguel Toro,P
Ning Cai 0001,Miguel Toro,N
Kyung-Yong Chwa,Miguel Toro,N
Martin Haardt,Miguel Toro,N
Mohammed Abbad,Miguel Toro,N
Shalom Eliahou,Miguel Toro,N
Dolors Royo,Miguel Valero-García,P
Clément M. Gosselin,Miguel Valero-García,N
Visakan Kadirkamanathan,Miguel Ángel Gómez-Nieto,N
Peter Vary,Miguel Ángel Gómez-Nieto,N
Rajiv Gupta 0001,Miguel Ángel Sainz,N
Chih-Yung Chang,Miguel Ángel Sainz,N
Rodney G. Downey,Miguel Ángel Sainz,N
Markus Werner,Mihael Mohorcic,P
Hayder Radha,Mihaela van der Schaar,P
Augusto Sarti,Mihaela van der Schaar,N
Jianbo Gao,Mihaela van der Schaar,N
Stephen D. Brookes,Mihaela van der Schaar,N
Branka Vucetic,Mihaela van der Schaar,N
Bernd Freisleben,Mihaela van der Schaar,N
Edward Dobson,Mihai Anitescu,N
Ruey-Shun Chen,Mihai Anitescu,N
Sebastiano B. Serpico,Mihai Datcu,P
Antonio Pedotti,Mihai Datcu,N
Denise Yaffe,Mihai Datcu,N
Anastasia Papazafeiropoulou,Mihai Datcu,N
Roberto Tamassia,Mihai Datcu,N
Doron A. Peled,Mihalis Yannakakis,P
Mauricio Ayala-Rincón,Mihalis Yannakakis,N
Alexander Kanapin,Mihalis Yannakakis,N
Luther W. White,Mihalis Yannakakis,N
Bijan Fazlollahi,Mihir A. Parikh,P
Chanathip Namprempre,Mihir Bellare,P
Jan Swevers,Mihir Bellare,N
Jorge L. Moiola,Miin-Shen Yang,N
Jean-Marc Chassery,Miin-Shen Yang,N
James Demmel,Miin-Shen Yang,N
Chang Yun Wen,Miin-Shen Yang,N
James R. McDonald,Mika Hirvensalo,N
Nam Phamdo,Mikael Skoglund,P
Max J. Egenhofer,Mikael Skoglund,N
James A. Ritcey,Mikael Sternad,N
Robert J. McEliece,Mikael Sternad,N
Denis Naddef,Mike A. Steel,N
Stefano Basagni,Mike A. Steel,N
Marie-Theres Tinnefeld,Mike Fraser,N
Yoram Singer,Mike Holcombe,N
Michael M. Wagner,Mike Holcombe,N
Adam D. Smith,Mike Holcombe,N
Motoaki Kawanabe,Mike Holcombe,N
René van den Brink,Mike Holcombe,N
Gjerrit Meinsma,Mike Holcombe,N
Ramakrishna Kakarala,Mike J. Grannell,N
Djamchid Ghazanfarpour,Mike J. Grannell,N
