source,target
Dong-Soo Kwon,Jee-Hwan Ryu
Laurent Wendling,Jee-Hwan Ryu
Baw-Jhiune Liu,Jef Raskin
Kholmatzhon Kh. Imomnazarov,Jef Raskin
Chris Diorio,Jeff A. Bilmes
James Demmel,Jeff A. Bilmes
Ibrahim W. Habib,Jeff A. Bilmes
Jeremy Kepner,Jeff A. Bilmes
Markus H. Gross,Jeff A. Bilmes
Pascal Lorenz,Jeff B. Paris
Cheryl L. Dunn,Jeff B. Paris
Francis Chung-Ming Lau,Jeff B. Paris
Enzo Baccarelli,Jeff B. Paris
Christine W. Chan,Jeff Edmonds
Richard E. Ladner,Jeff Edmonds
Eyad H. Abed,Jeff Edmonds
John Hershberger 0001,Jeff Erickson 0001
Julien Basch,Jeff Erickson 0001
Li Zhang 0001,Jeff Erickson 0001
Katsuki Fujisawa,Jeff Erickson 0001
Robert Preissner,Jeff Erickson 0001
Richard M. Karp,Jeff Erickson 0001
Junji Maeda,Jeff Erickson 0001
Pavel A. Pevzner,Jeff Erickson 0001
Artur S. d'Avila Garcez,Jeff Kramer
Ping Li,Jeff Kramer
Manfred Morari,Jeff Kramer
Mary Lou Soffa,Jeff Magee
Guillaume Bal,Jeff Magee
Otto Carlos Muniz Bandeira Duarte,Jeff Magee
Thomas Wiegand,Jeff Magee
Mireille Boutin,Jeff Offutt
Francisco J. González-Castaño,Jeff Tian
Dietmar Cieslik,Jeff Tian
David Lorge Parnas,Jeff Tian
Dorit S. Hochbaum,Jeff Tian
Luciano Floridi,Jeff W. Sanders
Marcus Watson,Jeff W. Sanders
András Sebö,Jeff W. Sanders
Larry Press,Jeff W. Sanders
Miriam Di Ianni,Jeff Z. Ma
Sanjay Kumar,Jeff Z. Ma
Chung Gu Kang,Jeff Z. Ma
Radim Blaheta,Jeffery K. Cochran
QianSheng Cheng,Jeffery K. Cochran
D. Robert Iskander,Jeffery L. Kennington
Miro Kraetzl,Jeffery L. Kennington
Homa Atabakhsh,Jeffery L. Kennington
Bram van Ginneken,Jeffery L. Kennington
David E. Booth,Jeffery L. Kennington
Johan Nuyts,Jeffrey A. Fessler
Michael K. Tanenhaus,Jeffrey A. Fessler
Hyun Wook Park,Jeffrey A. Fessler
Monica J. Garfield,Jeffrey A. Hoffer
Alexander M. Rubinov,Jeffrey B. Remmel
Sergei Nirenburg,Jeffrey B. Remmel
Tuomas Sandholm,Jeffrey C. Jackson
Rong-Rong Li,Jeffrey C. Jackson
Ahmed E. Kamal,Jeffrey C. Jackson
Yau-Tarng Juang,Jeffrey C. Jackson
Akihisa Tamura,Jeffrey C. Jackson
Eric M. Rains,Jeffrey C. Lagarias
Neil J. A. Sloane,Jeffrey C. Lagarias
Walther Janous,Jeffrey C. Lagarias
Ying Miao,Jeffrey C. Lagarias
Chun-Li Lin,Jeffrey C. Lagarias
Franco Bartolini,Jeffrey C. Lagarias
Feng Ming Dong,Jeffrey C. Lagarias
Dirk Dahlhaus,Jeffrey C. Lagarias
Mary Baker,Jeffrey C. Mogul
Petros Maniatis,Jeffrey C. Mogul
Javier Sánchez-Reyes,Jeffrey C. Mogul
Khalil Najafi,Jeffrey C. Mogul
Juan Julián Merelo Guervós,Jeffrey E. Teich
Yanxi Liu,Jeffrey F. Cohn
Heather Gavlas,Jeffrey H. Dinitz
Jian Wang,Jeffrey H. Dinitz
Vincenzo Parenti-Castelli,Jeffrey H. Dinitz
Tzong-Chen Wu,Jeffrey H. Reed
Paul Johannesson,Jeffrey H. Reed
Marcos A. Kiwi,Jeffrey H. Reed
Hoi-Kwong Lo,Jeffrey H. Shapiro
Seth Lloyd,Jeffrey H. Shapiro
John W. Fisher III,Jeffrey H. Shapiro
Laurent Heutte,Jeffrey J. P. Tsai
O. P. Lossers,Jeffrey K. Uhlmann
Don R. Hush,Jeffrey K. Uhlmann
Ilya M. Sobol,Jeffrey K. Uhlmann
Peter Williams,Jeffrey K. Uhlmann
Peter Widmayer,Jeffrey L. Ott
Carlo Piccardi,Jeffrey L. Ott
Dharma P. Agrawal,Jeffrey L. Ott
Shlomo Moran,Jeffrey L. Ott
Zbigniew Antoni Banaszak,Jeffrey L. Solka
Russ Miller,Jeffrey L. Solka
Rajshekhar Sunderraman,Jeffrey L. Solka
David D. Woods,Jeffrey M. Bradshaw
Giacomo Cabri,Jeffrey M. Bradshaw
J. Stuart Aitken,Jeffrey M. Bradshaw
Robert R. Hoffman,Jeffrey M. Bradshaw
Peter Benner,Jeffrey M. Bradshaw
Hugh F. Durrant-Whyte,Jeffrey M. Bradshaw
Terry Bollinger,Jeffrey M. Voas
William W. Agresti,Jeffrey M. Voas
Charles R. McClure,Jeffrey M. Voas
P. Takis Mathiopoulos,Jeffrey M. Voas
Marsha Chechik,Jeffrey Mark Siskind
Tibor Braun,Jeffrey Mark Siskind
Einar J. Aas,Jeffrey Mark Siskind
Mauro Pezzè,Jeffrey Mark Siskind
Tom Murray,Jeffrey Mark Siskind
Ron M. Roth,Jeffrey Parsons
Sotirios G. Ziavras,Jeffrey Parsons
Xavier Boyen,Jeffrey Parsons
Richard Y. K. Fung,Jeffrey Parsons
Claudia V. Goldman,Jeffrey S. Rosenschein
Shlomo Moran,Jeffrey S. Rosenschein
Christopher M. Gold,Jeffrey S. Rosenschein
Jordi Petit,Jeffrey S. Rosenschein
Lars Arge,Jeffrey Scott Vitter
Hiroshi Murase,Jeffrey Scott Vitter
Geir Dahl,Jeffrey Scott Vitter
Stephen H. Unger,Jeffrey Scott Vitter
Guorong Wang,Jeffrey Scott Vitter
Arup Acharya,Jeffrey Scott Vitter
Filippo Mignosi,Jeffrey Shallit
Juhani Karhumäki,Jeffrey Shallit
Lucian Ilie,Jeffrey Shallit
Ming-wei Wang,Jeffrey Shallit
George Liberopoulos,Jeffrey Shallit
Bruce L. Golden,Jeffrey Shallit
Patricia C. Babbitt,Jeffrey Skolnick
Giuseppe Martinelli,Jeffrey Skolnick
Hongjun Lu,Jeffrey Xu Yu
Ling Feng,Jeffrey Xu Yu
Jin Wang,Jeffrey Xu Yu
Cornelia M. Ruland,Jeich Mar
Lori N. K. Leonard,Jeich Mar
Li-Chun Wang,Jelena V. Misic
Nada Golmie,Jelena V. Misic
Vojislav B. Misic,Jelena V. Misic
Stavros J. Hamodrakas,Jelena V. Misic
Peter M. W. Knijnenburg,Jelena V. Misic
Ting-Peng Liang,Jen-Her Wu
Yufei Yuan,Jen-Her Wu
Yuanxiang Li,Jen-Her Wu
Young C. Yoon,Jen-Her Wu
Francesc Rosselló,Jen-Her Wu
P. C. Ching,Jen-Tzung Chien
Pericles Loucopoulos,Jen-Tzung Chien
Dieter Merkl,Jen-Tzung Chien
Jae Kyu Lee,Jen-Yao Chung
Loÿs Thimonier,Jen-Yao Chung
Constantinos Dovrolis,Jen-Yao Chung
Michel Scholl,Jen-Yao Chung
Yoon Keun Kwak,Jen-Yao Chung
Der-Cherng Liaw,Jeng Tze Huang
Don Coppersmith,Jeng Tze Huang
Jing Peng,Jeng Tze Huang
An-Sing Chen,Jeng Tze Huang
John F. Roddick,Jeng-Shyang Pan
R. Srinivasan,Jeng-Shyang Pan
Teng Joon Lim,Jeng-Shyang Pan
A. Murat Tekalp,Jeng-Shyang Pan
Jia Li,Jennifer A. Scott
Ioannis Stavrakakis,Jennifer A. Scott
Chiang-Ju Chien,Jennifer A. Scott
Alla Sheffer,Jennifer C. Lai
Renato Menicocci,Jennifer C. Lai
Baba C. Vemuri,Jennifer L. Welch
Clarisse Sieckenius de Souza,Jennifer Preece
Qing-Guo Wang,Jennifer Preece
Mary Lou Soffa,Jennifer Preece
Kosta Dosen,Jennifer Preece
Hans J. W. Spoelder,Jennifer Rowley
Chris Blondia,Jennifer Rowley
Daniel Ralph,Jennifer Rowley
Ryoh Fuji-Hara,Jennifer Seberry
Tadeusz A. Wysocki,Jennifer Seberry
Majid Sarrafzadeh,Jennifer Seberry
John van den Hoven,Jennifer Seberry
Hong Shen,Jennifer Seberry
Mario Bravetti,Jennifer Seberry
Andrea Cantini,Jennifer Seberry
Boris Pittel,Jennifer T. Chayes
Stephan Mertens,Jennifer T. Chayes
Gerhard Weikum,Jennifer Widom
Hans-Jörg Schek,Jennifer Widom
Michael J. Carey 0001,Jennifer Widom
Michael Lesk,Jennifer Widom
Rakesh Agrawal 0001,Jennifer Widom
Rina Panigrahy,Jennifer Widom
Tomás Feder,Jennifer Widom
W. Bruce Croft,Jennifer Widom
Yannis E. Ioannidis,Jennifer Widom
Pertti Vakkari,Jennifer Widom
Alfred Loo,Jennifer Widom
Fiona Fui-Hoon Nah,Jenny Preece
Ping Zhang 0002,Jenny Preece
Jeffrey H. Dinitz,Jenny Preece
Ferran Hurtado,Jenny Preece
Thomas A. Funkhouser,Jenny Preece
Dongman Lee,Jenny Preece
Shi-Chun Tsai,Jenq Kuen Lee
Lionel Moisan,Jenq Kuen Lee
John A. Rose,Jenq Kuen Lee
Sonia Fahmy,Jenq Kuen Lee
James V. Burke,Jenq-Neng Hwang
Fordyce A. Davidson,Jenq-Neng Hwang
Carsten Griwodz,Jens B. Schmitt
Dietmar Schomburg,Jens G. Reich
Edgar Wingender,Jens G. Reich
Martin Vingron,Jens G. Reich
Peter M. Will,Jens G. Reich
John Shareshian,Jens G. Reich
Peter Rossmanith,Jens Gramm
Ming Ge,Jens Gramm
Deepa Kundur,Jens Gramm
Werner Nutt,Jens Lagergren
Guohong Cao,Jens Lagergren
Yuri I. Abramovich,Jens Lagergren
Joel Hass,Jens Lechtenbörger
Douglas M. Blough,Jens Lechtenbörger
Edmund M. Clarke,Jens Lechtenbörger
Neal Glew,Jens Palsberg
Thomas A. Henzinger,Jens Palsberg
William D. O'Brien Jr.,Jens Palsberg
Miroslaw Truszczynski,Jens Palsberg
John E. McInroy,Jens Palsberg
Emo Welzl,Jens Stoye
Stefan Kurtz,Jens Stoye
Thomas Erlebach,Jens Stoye
Daniel Massey,Jens Stoye
Ta-Sung Lee,Jens Stoye
Leo Joskowicz,Jens Stoye
Jürgen Kurths,Jens Timmer
Thomas Dandekar,Jens Timmer
Udo Schwarz,Jens Timmer
Eric Monteiro,Jens Timmer
James Emil Flege,Jens Timmer
Graham Leedham,Jens Timmer
Yehea I. Ismail,Jens Timmer
Ricardo Jardim-Gonçalves,Jens Timmer
Dieter Kranzlmüller,Jens Volkert
Péter Kacsuk,Jens Volkert
Eiichi Bannai,Jens Volkert
P. M. Mäkilä,Jens Volkert
Tsong Yueh Chen,Jens Volkert
Kiseon Kim,Jens Zander
Michele Zorzi,Jens Zander
Prathima Agrawal,Jens Zander
Xiaobo Sharon Hu,Jens Zander
Marina L. Gavrilova,Jens Zander
Mohammed Bennamoun,Jens Zander
John W. Woods,Jens-Rainer Ohm
Mihaela van der Schaar,Jens-Rainer Ohm
Wolfgang Kunz,Jenö Lehel
Antonio Rufián-Lizana,Jeong Han Kim
Wei-Yun Yau,Jeremy Avigad
Constantine D. Polychronopoulos,Jeremy Avigad
Peter Hammond,Jeremy C. Wyatt
Béchir el Ayeb,Jeremy C. Wyatt
Stanley C. Ahalt,Jeremy Kepner
David L. Dill,Jeremy Kepner
Dina Q. Goldin,Jeremy Kepner
Ayman I. Kayssi,Jeremy Kepner
Jan Chomicki,Jeremy P. Spinrad
Joe Sawada,Jeremy P. Spinrad
Leopoldo E. Bertossi,Jeremy P. Spinrad
Marcelo Arenas,Jeremy P. Spinrad
Van Bang Le,Jeremy P. Spinrad
Xin He,Jeremy P. Spinrad
Juan Manuel Cueva Lovelle,Jeremy P. Spinrad
S. D. Noble,Jeremy P. Spinrad
Jing Zhu,Jeremy P. Spinrad
Jacques Wainer,Jeremy P. Spinrad
Alexander Reinefeld,Jeremy P. Spinrad
David A. Padua,Jeremy R. Johnson
Hussein T. Mouftah,Jeremy R. Johnson
H. Yan,Jeremy R. Johnson
Itzhak Gilboa,Jeremy R. Johnson
Arshad Ali,Jeremy R. Johnson
Douglas R. Heisterkamp,Jeremy Roschelle
Ferruccio Damiani,Jeremy Roschelle
Louis A. Romero,Jerrold E. Marsden
Pavel Brazdil,Jerrold E. Marsden
Leroy Quet,Jerrold E. Marsden
Terry R. Payne,Jerry B. Weinberg
Sergio Martinoia,Jerry B. Weinberg
Alex Alves Freitas,Jerry B. Weinberg
Rakesh V. Vohra,Jerry B. Weinberg
Lewis M. Mackenzie,Jerry B. Weinberg
Adnan Al-Smadi,Jerry B. Weinberg
Erich Novak,Jerry Fjermestad
Stanley E. Payne,Jerry Fjermestad
Tohru Nitta,Jerry Fjermestad
Manfred Broy,Jerry Fjermestad
Israel Korn,Jerry L. Prince
Soh-Khim Ong,Jerry Y. H. Fuh
Yunfeng Zhang,Jerry Y. H. Fuh
Arnaldo Spalvieri,Jerry Y. H. Fuh
Vladik Kreinovich,Jerry Y. H. Fuh
Ingemar J. Cox,Jerry Y. H. Fuh
Grazia Lotti,Jerzy A. Filar
Ettore Stella,Jerzy A. Filar
Maria J. Avedillo,Jerzy A. Filar
Padhraic Smyth,Jerzy A. Filar
Harro M. G. Stokman,Jerzy Leszczynski
Clay Shields,Jerzy Leszczynski
José Félix Costa,Jerzy Mycka
Patrizio Tomei,Jerzy Mycka
Dominique de Werra,Jerzy Mycka
Steven M. Bellovin,Jerzy Mycka
Ioannis Kompatsiaris,Jerzy Mycka
Atsuo Takanishi,Jerzy Mycka
Salvatore Greco,Jerzy Stefanowski
Ignacio E. Grossmann,Jerzy Stefanowski
Tarek M. Sobh,Jerzy Stefanowski
Jun Qian,Jerzy Tyszer
Louise Walker,Jerzy Tyszer
Kaushik Roy 0001,Jerzy Tyszer
Steffen Hölldobler,Jerzy Tyszkiewicz
Uwe Aßmann,Jerzy Tyszkiewicz
Shi-Jinn Horng,Jerzy W. Grzymala-Busse
David D. Falconer,Jerzy W. Grzymala-Busse
Andrew J. Miller,Jerzy W. Grzymala-Busse
Yuguang Fang,Jesper Buus Nielsen
Sujit Dey,Jesper Buus Nielsen
Wenbin Liu,Jesper Buus Nielsen
Leszek Gasieniec,Jesper Jansson
Takeshi Tokuyama,Jesper Jansson
Tom Fawcett,Jesper Jansson
Paulo Borba,Jesper Simonsen
Arthur W. Apter,Jesper Simonsen
Daniel J. Rosenkrantz,Jesper Simonsen
Neil F. Doherty,Jesper Simonsen
Cher Ming Tan,Jesse H. Poore
Herbert G. Tanner,Jesse H. Poore
Kireeti Kompella,Jesse H. Poore
Glen McCluskey,Jesse H. Poore
Eduardo Sany Laber,Jessica K. Hodgins
David R. Karger,Jessica K. Hodgins
Antônio C. Roque-da-Silva,Jessica K. Hodgins
Z. Meral Özsoyoglu,Jessica K. Hodgins
Kalle Lyytinen,Jessica K. Hodgins
Carlos Canudas de Wit,Jessy W. Grizzle
Daniel E. Koditschek,Jessy W. Grizzle
Ken Brodlie,Jessy W. Grizzle
Nicholas Mark Gotts,Jessy W. Grizzle
Fotini-Niovi Pavlidou,Jessy W. Grizzle
Antonis Economou,Jesus R. Artalejo
Elena Fernández,Jesus R. Artalejo
Sandra Slaughter,Jesus R. Artalejo
Joseph L. Hammond,Jesus R. Artalejo
Julian Satran,Jesus R. Artalejo
Gerd Hirzinger,Jesus R. Artalejo
Shmuel Onn,Jesús A. De Loera
David A. Dixon,Jesús A. De Loera
Gaetano Palumbo,Jesús A. De Loera
Alex Waibel,Jesús A. De Loera
Claude Ghaoui,Jesús A. De Loera
Alok N. Choudhary,Jesús Carretero
Eyas El-Qawasmeh,Jesús Carretero
Chien-Chung Shen,Jesús Cid-Sueiro
Kotaro Minato,Jesús Cid-Sueiro
Juan J. Vidal,Jesús Cid-Sueiro
Eero Sormunen,Jesús Cid-Sueiro
John A. Clark,Jesús E. Díaz-Verdejo
Jan Verschelde,Jesús E. Díaz-Verdejo
Ting-Zhu Huang,Jesús Favela
Wolfgang Kellerer,Jesús Favela
Manuel de Buenaga Rodríguez,Jesús Favela
Xuan Liu,Jesús Favela
Anna Gál,Jesús Favela
Alan L. Yuille,Jesús Favela
Kok Kiong Tan,Jesús González 0001
Xian-Mo Zhang,Jesús González 0001
Marcelino Lázaro,Jesús Ibáñez 0002
Lillian Lee,Jesús Ibáñez 0002
Gualtiero Piccinini,Jesús Ibáñez 0002
Robert B. Fisher,Jesús Ibáñez 0002
Juan Ares Casal,Jesús Ibáñez 0002
Bernd Becker 0001,Jesús Labarta
Axel Thümmler,Jesús Labarta
Esmeralda Mainar,Jesús M. Carnicer
Mariano Gasca,Jesús M. Carnicer
Francesc Torres 0002,Jesús M. Carnicer
Sangjae Lee,Jesús M. Carnicer
Michael T. Hallett,Jesús M. Carnicer
François Michaud,Jesús Manuel de la Cruz
Yong He,Jesús Manuel de la Cruz
Renato Keshet,Jesús Manuel de la Cruz
Ramesh Krishnamurti,Jesús Manuel de la Cruz
René van den Brink,Jesús Mario Bilbao
Xin Chen,Jesús Mario Bilbao
Dieter Kranzlmüller,Jesús Mario Bilbao
Jana Maxová,Jesús Mario Bilbao
Peter C. Wright,Jesús Mario Bilbao
Marta M. B. Pascoal,Jesús Mario Bilbao
Gian Luca Foresti,Jesús Mario Bilbao
Alfred Taudes,Jesús Mario Bilbao
Kuo-Chin Fan,Jesús Medina
Bruce Hendrickson,Jesús Medina
Alberto Carini,Jesús Medina
Gen-Huey Chen,Jesús Medina
Jennifer Widom,Jesús Medina
James V. Burke,Jesús Medina
Juan Carlos Ruiz-Molina,Jesús Navarro-Moreno
Wallace J. Hopp,Jesús Navarro-Moreno
Joseph L. Hellerstein,Jesús Navarro-Moreno
Sudha Ram,Jesús S. Aguilar-Ruiz
Curt H. Davis,Jesús S. Aguilar-Ruiz
Sadaoki Furui,Jhing-Fa Wang
Douglas B. West,Jhing-Fa Wang
Chitra Dorai,Ji-Chang Lo
Yasufumi Takama,Ji-Chang Lo
Howard J. Hamilton,Ji-Chang Lo
Hermann Ney,Ji-Chang Lo
Santanu Chaudhury,Ji-Chang Lo
Wang Yi 0001,Ji-Chang Lo
Carolyn L. Beck,Ji-Huan He
Salvatore Caorsi,Ji-Huan He
John Derrick,Ji-Huan He
R. Gilbert Jost,Ji-Liang Doong
Rudy Setiono,Ji-Liang Doong
Genyuan Li,Ji-Liang Doong
Brian Henderson-Sellers,Ji-Rong Wen
Ellen W. Zegura,Ji-Rong Wen
Jian Ma 0008,Ji-Ye Mao
M. Lynne Markus,Ji-Ye Mao
Ron Chi-Wai Kwok,Ji-Ye Mao
Mathew J. Palakal,Ji-Ye Mao
Giuseppe Mastroianni,Ji-Ye Mao
Francesco Pinciroli,Ji-Ye Mao
Jürgen Dassow,Ji-Ye Mao
Katsunobu Imai,Jia Lee
Kenichi Morita,Jia Lee
Geoffrey J. Barton,Jia Lee
Hau L. Lee,Jia Lee
Randolph E. Bank,Jia Lee
Gaetano Palumbo,Jia Lee
Donald F. Towsley,Jia Lee
Zhendong Sun,Jia Lee
Webb Miller,Jia Li
Richard Ford,Jia Li
Paolo Fiorini,Jia Li
Luis Gravano,Jia Li
Kwok-Yan Lam,Jia-Guang Sun
Tao Wang,Jia-Guang Sun
Wenping Wang,Jia-Guang Sun
Yong Rui,Jia-Guang Sun
Peter Willett 0002,Jia-Guang Sun
Jae Kyu Lee,Jia-Guang Sun
Abdul Sattar 0001,Jia-Huai You
Dietmar Seipel,Jia-Huai You
Fangzhen Lin,Jia-Huai You
Ilkka Niemelä,Jia-Huai You
Qiang Yang 0001,Jia-Huai You
Gregory Z. Gutin,Jia-Huai You
Guozhen Xiao,Jia-Huai You
Jon Whittle,Jia-Huai You
Jeffrey J. P. Tsai,Jiacun Wang
Antonio Brogi,Jiacun Wang
Josef Pauli,Jiafu Tang
Douglas DeCarlo,Jiafu Tang
Nathan A. Baker,Jiafu Tang
Robin J. Evans 0001,Jiafu Tang
Cheng-Liang Chen,Jiafu Tang
Jianwen Su,Jiafu Tang
Yanxi Liu,Jiafu Tang
Annegret Wagler,Jiajie Zhang
Olof B. Widlund,Jiajie Zhang
Guy J. Brown,Jiajie Zhang
Jean-François Mertens,Jiajie Zhang
Mohamed G. Gouda,Jiajie Zhang
Christian Lécot,Jiaju Zhou
Amir A. Amini,Jian Chen
Marcio S. de Queiroz,Jian Chen
Edmund Ming-Kit Lai,Jian Chen
Marco Bove,Jian Chen
Emmanuel G. Collins Jr.,Jian Chu
Karim Nour,Jian Chu
Alexander B. Romanovsky,Jian Fang
Toniann Pitassi,Jian Fang
Peter Dybjer,Jian Fang
Antoine Lobstein,Jian Fang
Benjamin W. Wah,Jian Fang
Carlos H. Muravchik,Jian Feng
Dilip Sarkar,Jian Feng
Ping Wang,Jian Feng
Roger L. Hayen,Jian Feng
Stan Z. Li,Jian J. Zhang 0001
Christophe Bérenguer,Jian J. Zhang 0001
Lei Zhang 0006,Jian J. Zhang 0001
Megha Singh,Jian J. Zhang 0001
Abdul-Majid Wazwaz,Jian J. Zhang 0001
Changjiang Xu,Jian Li
Andreas Hössinger,Jian Li
Paolo Prinetto,Jian Li
Lars Kristiansen,Jian Li
Bharadwaj Veeravalli,Jian Li
Marvin K. Simon,Jian Li 0001
Leon O. Chua,Jian Li 0001
Andreas Polydoros,Jian Li 0001
John R. Wagner,Jian Li 0001
Parosh Aziz Abdulla,Jian Li 0001
Hannu Tenhunen,Jian Liu
Ravindra K. Ahuja,Jian Liu
Yan Li,Jian Liu
David R. Cheriton,Jian Liu
Fernando A. C. Gomide,Jian Liu
Paulo S. C. Alencar,Jian Liu
Wen-Chyuan Chiang,Jian Ma 0008
Zhi-Ping Fan,Jian Ma 0008
Hideyuki Tsukagoshi,Jian Ma 0008
Jianxin Zhou,Jian Ma 0008
Françoise J. Prêteux,Jian Ma 0008
Songchun Moon,Jian Ma 0008
Paul G. Maropoulos,Jian Pei
Levente Buttyán,Jian Pei
Sonja Grün,Jian Pei
Larry S. Davis,Jian Pei
James Y. L. Thong,Jian Pei
Yong Yan,Jian Qiu Zhang
Marc Hassenzahl,Jian Qiu Zhang
Javier Aracil,Jian Qiu Zhang
Louis O. Hertzberger,Jian Qiu Zhang
Mohamed Ibnkahla,Jian S. Dai
Qian Du,Jian S. Dai
Li Sheng 0001,Jian Shen
Ada Wai-Chee Fu,Jian Tang 0001
Jian Lu 0001,Jian Tang 0001
Guizhen Liu,Jian Tang 0001
Natasa Jonoska,Jian Tang 0001
Norbert Podhorszki,Jian Tang 0001
Beiliang Du,Jian Wang
Yan-An Hwang,Jian Wang
Chen-Fu Chien,Jian Wang
Mario Tanda,Jian Wang
Hani S. Mahmassani,Jian Yang
Joseph Y.-T. Leung,Jian Yang
Yingning Peng,Jian Yang
Jean-Michel Knippel,Jian Yang
John Mullins,Jian Yang
Mike P. Papazoglou,Jian Yang 0001
Jean-Yves Marion,Jian Yang 0001
Darren A. Natale,Jian Zhang
Robert S. Ledley,Jian Zhang
Bruce I. Reiner,Jian Zhang
Qin Lu,Jian Zhang
Jonathan R. Partington,Jian Zhang
Jun Liu 0001,Jian-Bo Yang
Jirí Síma,Jian-Bo Yang
Joseph A. O'Sullivan,Jian-Guo Liu
Ezhan Karasan,Jian-Guo Liu
Kamal Al-Haddad,Jian-Guo Liu
Jing Xu,Jian-Xin Xu 0001
Ji-Rong Wen,Jian-Yun Nie
Wessel Kraaij,Jian-Yun Nie
Horst Bischof,Jian-Yun Nie
Kay Chen Tan,Jianer Chen
Volker Wulf,Jianer Chen
Gang Wei,Jianfeng Feng
Hilary Buxton,Jianfeng Feng
Mingzhou Ding,Jianfeng Feng
David T. Stanton,Jiang Guo
Jen-Yao Chung,Jiang Guo
Hao Shen,Jiang Guo
Lucília Figueiredo,Jiang Guo
Ron Shamir,Jiang Guo
Charles J. Alpert,Jiang Hu
Sachin S. Sapatnekar,Jiang Hu
Stephen T. Quay,Jiang Hu
Diane J. Cook,Jiang Hu
Yu Lin,Jiang Hu
Ram M. Narayanan,Jiang Li
Shipeng Li,Jiang Li
Ya-Qin Zhang,Jiang Li
Michael Molloy,Jiang Li
Jose A. Ventura,Jiang Li
Imrich Chlamtac,Jiangchuan Liu
Jianliang Xu,Jiangchuan Liu
Wenwu Zhu 0001,Jiangchuan Liu
Ya-Qin Zhang,Jiangchuan Liu
Wei Jiang,Jiangchuan Liu
Xingfu Zou,Jianhong Wu
Jacek M. Leski,Jianhong Wu
Lawrence O'Gorman,Jianhong Wu
Michel Bigand,Jianhong Wu
Jun Gu,Jianhua Lu
Y. Zhang,Jianhua Lu
Alexander S. Kossatchev,Jianhua Lu
J. K. Truss,Jianhua Lu
D. T. Lee,Jianhua Lu
Neil J. Gunther,Jianhua Shen
Deborah L. McGuinness,Jianhua Shen
Philippe G. Schyns,Jianhua Shen
Guo-Qiang Zhang 0001,Jianhua Sun
Vikram S. Adve,Jianjun Shi
Lida Xu,Jianjun Shi
Yanchun Zhang,Jianjun Shi
Tanja Lange 0001,Jianjun Shi
Nicholas C. Romano Jr.,Jianjun Shi
Lidia Moreno,Jianliang Xu
Chien-Yuan Chen,Jianliang Xu
Gabriel N. Gatica,Jianliang Xu
Christos Grecos,Jianmin Jiang
Guo-Can Feng,Jianmin Jiang
Luca Fanucci,Jianmin Jiang
Randall D. Beer,Jianmin Jiang
Vincenzo Piuri,Jianmin Jiang
Joel Hass,Jianmin Zheng
Jacques Robin,Jianmin Zheng
Judith A. Blake,Jianmin Zheng
Yi Zhao,Jianmin Zheng
Maurice B. Line,Jianmin Zheng
Dongyang Long,Jiannong Cao
Henry C. B. Chan,Jiannong Cao
Jian Lu 0001,Jiannong Cao
Minyi Guo,Jiannong Cao
Wanlei Zhou,Jiannong Cao
Wei Zhao 0001,Jiannong Cao
Weng-Long Chang,Jiannong Cao
Xiaola Lin,Jiannong Cao
Ying Liu,Jiannong Cao
Tom Stewart,Jiannong Cao
Antoine Geissbühler,Jiannong Cao
Ignacio Rojas,Jiannong Cao
Kenichi Morita,Jiannong Cao
Paloma Díaz,Jiannong Cao
Ahmed K. Elmagarmid,Jianping Fan 0001
Elena Ferrari,Jianping Fan 0001
Elisa Bertino,Jianping Fan 0001
Lide Wu,Jianping Fan 0001
Mohand-Said Hacid,Jianping Fan 0001
Xindong Wu 0001,Jianping Fan 0001
Ralph A. Evans,Jianping Fan 0001
Antonio Bandera,Jianping Wu
Vojtech Rödl,Jianping Wu
Peter Herrmann,Jianping Wu
Predrag B. Rapajic,Jianwei Zhang 0001
Rafael Domínguez-Castro,Jianwei Zhang 0001
Abilio Lucena,Jianwei Zhang 0001
Ana García-Serrano,Jianwei Zhang 0001
Tevfik Bultan,Jianwen Su
Arnold W. M. Smeulders,Jianwen Su
Piero Fraternali,Jianwen Su
Jianer Chen,Jianxin Wang
Joachim Speidel,Jianxin Wang
Weijia Jia,Jianxin Wang
Sang-Ho Lee,Jianxin Wang
Oswin Aichholzer,Jianxin Wang
Walter Daelemans,Jianxin Zhou
Christoph Lindemann,Jianxing Yin
Toshiaki Murofushi,Jianxing Yin
Maylor K. H. Leung,Jianxing Yin
Hyuckjae Lee,Jianxing Yin
Kaj Holmberg,Jianxing Yin
Feng Bao 0001,Jianying Zhou 0001
Masayuki Abe,Jianying Zhou 0001
Yixun Lin,Jianzhong Zhang 0001
Roberto Natalini,Jianzhong Zhang 0001
Euee S. Jang,Jianzhong Zhang 0001
Margaret Martonosi,Jianzhong Zhang 0001
Ming Ge,Jianzhong Zhang 0001
David Zhang 0001,Jiaoying Shi
Mingmin Zhang,Jiaoying Shi
Qunsheng Peng,Jiaoying Shi
Reginald L. Lagendijk,Jiaoying Shi
Antonio Sassano,Jiaoying Shi
Matthias Beck,Jiaoying Shi
Jian Pei,Jiawei Han 0001
Kevin Chen-Chuan Chang,Jiawei Han 0001
Vincenzo Pallotta,Jiawei Han 0001
Shlomo Zilberstein,Jiawei Zhang
I-Ling Yen,Jiawei Zhang
Feng Li,Jiaxiong Peng
