source,target,prediction
Jun Qian,Janusz Rajski,N
Majid Sarrafzadeh,Janusz Rajski,P
Winfried Hochstättler,Janusz Rajski,N
Ulrich Neumann,Janusz Rajski,N
Jenq-Neng Hwang,Jar-Ferr Yang,N
Jhing-Fa Wang,Jar-Ferr Yang,P
Felix W. Wehrli,Jar-Ferr Yang,N
Stavros D. Nikolopoulos,Jar-Ferr Yang,N
Ricardo L. de Queiroz,Jar-Ferr Yang,N
Imre J. Rudas,Jar-Ferr Yang,N
Bianca Falcidieno,Jarek Rossignac,N
Isabel Navazo,Jarek Rossignac,P
Jack Snoeyink,Jarek Rossignac,N
Marco Attene,Jarek Rossignac,N
Michela Spagnuolo,Jarek Rossignac,N
Paul A. Rubin,Jarek Rossignac,N
Zhong-Zhi Bai,Jarek Rossignac,N
Mustafa Ç. Pinar,Jarek Rossignac,N
Demetrios G. Sampson,Jarek Rossignac,N
Victor V. Zyuban,Jarek Rossignac,N
Erik Guttman,Jari Arkko,N
James Kempf,Jari Arkko,N
Martin Golubitsky,Jari Arkko,N
Jeffrey K. Uhlmann,Jari Arkko,N
Thomas G. Robertazzi,Jari Arkko,N
Kwai-Sang Chin,Jari Arkko,N
Paul H. Leng,Jari Arkko,N
Francis Collino,Jari P. Kaipio,N
Hervé Delingette,Jari P. Kaipio,N
Francois P. S. Chin,Jari P. Kaipio,N
Emilio Benfenati,Jari P. Kaipio,N
Kaisa Miettinen,Jari Toivanen,N
Marko M. Mäkelä,Jari Toivanen,N
Houmin Yan,Jari Toivanen,N
Arthur M. Farley,Jari Toivanen,N
René Bañares-Alcántara,Jari Toivanen,N
Xilin Chen,Jari Toivanen,N
Hans Hannu,Jari Toivanen,N
Lang Hong,Jari Veijalainen,N
Kamalakar Karlapalem,Jari Veijalainen,N
Greg Turk,Jarke J. van Wijk,N
Hermann Ney,Jarke J. van Wijk,N
Garrett J. van Ryzin,Jarke J. van Wijk,N
Reijo Savolainen,Jarkko Kari,N
Jos J. M. Trienekens,Jarkko Kari,N
Elaine C. Meng,Jarkko Kari,N
Richard Ennals,Jarkko Niittylahti,N
Sonja Grün,Jarkko Niittylahti,N
Srinivas Katkoori,Jarkko Niittylahti,N
Nohpill Park,Jarkko Niittylahti,N
Jeffrey H. Reed,Jarkko Niittylahti,N
Burkhard Rost,Jarmo Kivinen,N
Yaakov Kogan,Jarmo Kivinen,N
Bruce A. Reed,Jaroslav Nesetril,P
Jana Maxová,Jaroslav Nesetril,N
Marc Noy,Jaroslav Nesetril,P
Matt DeVos,Jaroslav Nesetril,N
Mohammad Mahdian,Jaroslav Nesetril,N
Oriol Serra,Jaroslav Nesetril,P
Tomasz Luczak,Jaroslav Nesetril,P
Ye Zhang,Jaroslav Nesetril,N
Shashi Shekhar,Jaroslav Nesetril,N
Evangelos Kranakis,Jaroslav Opatrny,P
Jorge Urrutia,Jaroslav Opatrny,P
Ladislav Stacho,Jaroslav Opatrny,N
Pierre Fraigniaud,Jaroslav Opatrny,P
Stefan Dobrev,Jaroslav Opatrny,N
Adrian Munteanu 0001,Jaroslav Opatrny,N
Rastislav Kralovic,Jaroslav Opatrny,N
Enrico Gobbetti,Jaroslav Opatrny,N
Daniel Solow,Jaroslav Opatrny,N
Tetsuzo Tanino,Jaroslav Ramík,P
Guentcho Skordev,Jaroslav Ramík,N
Hiroshi Suzuki,Jaroslav Ramík,N
Li-Chun Wang,Jaroslav Ramík,N
O. P. Lossers,Jaroslav Ramík,N
H. Raghav Rao,Jaroslav Ramík,N
Mariusz Haluszczak,Jaroslaw Grytczuk,N
Bruce Dehning,Jaroslaw Grytczuk,N
Yau-Tarng Juang,Jaroslaw Grytczuk,N
João José Pinto Ferreira,Jaroslaw Grytczuk,N
Mike Sharples,Jaroslaw Grytczuk,N
Paul N. Gorman,Jaroslaw Polanski,N
Randy H. Katz,Jaroslaw Polanski,N
Henry S. Rzepa,Jaroslaw Polanski,N
Christopher Rose,Jaroslaw Polanski,N
James F. Peters,Jaroslaw Stepaniuk,P
Ji-Rong Wen,Jaroslaw Stepaniuk,N
Krisztián Flautner,Jaroslaw Stepaniuk,N
Ralf Behr,Jaroslaw Stepaniuk,N
Sebastian Reich,Jaroslaw Stepaniuk,N
Ji-Huan He,Jason Cong,N
Ning Zhong 0001,Jason Cong,N
Javed A. Aslam,Jason Cong,N
Michael R. Lyu,Jason Cong,P
Ge Wang 0001,Jason H. Moore,N
Christos Koulamas,Jason H. Moore,N
Bao-Liang Lu,Jason H. Moore,N
Bill N. Schilit,Jason I. Hong,P
James A. Landay,Jason I. Hong,P
Gérard D. Cohen,Jason I. Hong,N
Harald Hempel,Jason I. Hong,N
Nicola Mazzocca,Jason I. Hong,N
Tadashi Ishihara,Jason I. Hong,N
William J. Mitchell 0002,Jason Jianjun Gu,N
Panagiotis D. Christofides,Jason L. Dedrick,N
Attila Kuba,Jason L. Dedrick,N
Richard A. Kemmerer,Jason L. Dedrick,N
Anders J. V. Skriver,Jason L. Speyer,N
Christian Gout,Jason L. Speyer,N
Dongkyoung Chwa,Jason L. Speyer,N
Carl Kesselman,Jason Lee,P
Cees de Laat,Jason Lee,N
David A. Patterson,Jason Lee,N
Ewa Deelman,Jason Lee,N
John Kubiatowicz,Jason Lee,N
John Howse,Jason Lee,N
Andrew A. Chien,Jason Leigh,P
Marco Mazzucco,Jason Leigh,N
Theodore Faber,Jason Leigh,N
Louise Walker,Jason Leigh,N
Peter J. McLane,Jason Leigh,N
Michael S. Hamada,Jason Leigh,N
Pierre Vandergheynst,Jason Leigh,N
Michael Picheny,Jason Leigh,N
Biao Chen,Jason P. Jue,N
Shie-Jue Lee,Jason P. Jue,N
Eugeni Isern,Jason P. Jue,N
Reuven Bar-Yehuda,Jason P. Jue,N
Leang-San Shieh,Jason Sheng-Hong Tsai,N
Xiaofang Zhou,Jason Sheng-Hong Tsai,N
Walter Ukovich,Jason Tsong-Li Wang,N
Heeseok Lee,Jason Tsong-Li Wang,N
Reinhold Schneider,Jason Tsong-Li Wang,N
Tülay Adali,Jason Tsong-Li Wang,N
Umberto Spagnolini,Jason Tsong-Li Wang,N
Rupak Biswas,Jaswinder Pal Singh,P
Michel Dojat,Jaswinder Pal Singh,N
Chanathip Namprempre,Jaswinder Pal Singh,N
Guo-Qiang Zhang 0001,Jaswinder Pal Singh,N
Christos Koulamas,Jatinder N. D. Gupta,N
Frank Werner 0001,Jatinder N. D. Gupta,P
George J. Kyparisis,Jatinder N. D. Gupta,N
Robert D. Galliers,Jatinder N. D. Gupta,N
Wilfried Imrich,Jatinder N. D. Gupta,N
Ki H. Chon,Jaume Martí-Farré,N
Jie Sun 0001,Jaume Martí-Farré,N
Carlo Blundo,Jaume Martí-Farré,N
Christos G. Cassandras,Javaan S. Chahl,N
David Kotz,Javed A. Aslam,P
Morris A. Cohen,Javed A. Aslam,N
Joseph D. Ward,Javed A. Aslam,N
Tetsuo Kinoshita,Javed A. Aslam,N
Yannis Manoussakis,Javed Mostafa,N
Mary K. Vernon,Javed Mostafa,N
Stavros A. Koubias,Javed Mostafa,N
Mohsen Razzaghi,Javed Mostafa,N
Giuseppe Riva,Javed Mostafa,N
Juan Ares Casal,Javier Andrade Garda,N
Juan Pazos,Javier Andrade Garda,N
Jiawei Zhang,Javier Andrade Garda,N
Paul A. Strooper,Javier Andrade Garda,N
Massimo Panella,Javier Aracil,N
Nicholas G. Hall,Javier Aracil,N
Edward J. Delp,Javier D. Bruguera,N
Hao Wu,Javier Esparza,N
Charles J. Alpert,Javier Esparza,N
Luís B. Almeida,Javier F. Rosenblueth,N
Edoardo Mosca,Javier F. Rosenblueth,N
Mor Harchol-Balter,Javier F. Rosenblueth,N
José Manuel Pardo,Javier Ferreiros,P
Steve R. Gunn,Javier Ferreiros,N
Slim Hammadi,Javier Garcia-Frias,N
Seiya Negami,Javier Garcia-Frias,N
Tomonobu Senjyu,Javier Larrosa,N
Saman K. Halgamuge,Javier Larrosa,N
Peter M. Kort,Javier Larrosa,N
Daniel Fischer 0001,Javier Mateos,N
Matthew J. Liberatore,Javier Mateos,N
Greg S. Biging,Javier Montero,N
Javier Yáñez,Javier Montero,N
Clarisse Sieckenius de Souza,Javier Montero,N
Shunsuke Uemura,Javier Montero,N
Arjen P. de Vries,Javier R. Echauz,N
Ioan Doré Landau,Javier R. Echauz,N
Nico M. Temme,Javier Segura,N
Francis Chung-Ming Lau,Javier Segura,N
Sudha Ram,Javier Segura,N
Björn E. Ottersten,Javier Segura,N
Xie Ping Ding,Javier Segura,N
Prakash Panangaden,Javier Sánchez-Reyes,N
Sabrina De Capitani di Vimercati,Javier Sánchez-Reyes,N
António de Brito Ferrari,Javier Sánchez-Reyes,N
Pierre Baldi,Javier Sánchez-Reyes,N
Carles Sierra,Javier Yáñez,N
Ebadollah S. Mahmoodian,Javier Yáñez,N
Luciano Floridi,Javier Yáñez,N
Juhani Karhumäki,Jawad A. Salehi,N
Hans-Peter Kriegel,Jawad A. Salehi,N
Majed Al-Mashari,Jay A. Farrell,N
Nicolas Sendrier,Jay A. Farrell,N
Sergei Bespamyatnikh,Jay A. Farrell,N
Hannu Tenhunen,Jay F. Nunamaker Jr.,N
Musheng Wei,Jay F. Nunamaker Jr.,N
See-May Phoong,Jay F. Nunamaker Jr.,N
Oleh J. Tretiak,Jay H. Lee,N
Edward Dobson,Jay Lee,N
Sanda M. Harabagiu,Jay Lee,N
Vadim G. Timkovsky,Jay Sethuraman,N
S. A. M. Makki,Jay Sethuraman,N
Rob Kling,Jay Sethuraman,N
Juan I. Montijano,Jay Sethuraman,N
Louis A. Romero,Jay Sethuraman,N
Stephen J. Roberts,Jay Sethuraman,N
Pavel Valtr,Jay Sethuraman,N
Thierry Viéville,Jay Sethuraman,N
Zidong Wang,Jay T. Rubinstein,N
Shuji Hashimoto,Jay T. Rubinstein,N
Leszek F. Demkowicz,Jayadeep Gopalakrishnan,N
Gustavo Bergantiños,Jayadeep Gopalakrishnan,N
Pascal Felber,Jayadeep Gopalakrishnan,N
Emanuel Samouilidis,Jayadeep Gopalakrishnan,N
Kurt C. Wallnau,Jayadeep Gopalakrishnan,N
Ed Dawson,Jayant R. Haritsa,N
Manoj Kumar,Jayanta Basak,N
Ravi Kothari,Jayanta Basak,N
Vivek Jain,Jayanta Basak,N
Sajal K. Das,Jayanta Basak,N
Prakash P. Shenoy,Jayanta Basak,N
Christian Roux,Jayaram K. Udupa,P
Irit Dinur,Jayaram K. Udupa,N
Ying Li,Jayashankar M. Swaminathan,N
Martin Buss,Jayashankar M. Swaminathan,N
Neville Hogan,Jayashankar M. Swaminathan,N
Moon-Chuen Lee,Jayashankar M. Swaminathan,N
Thomas S. Huang,Jayashankar M. Swaminathan,N
Sulamita Klein,Jayme Luiz Szwarcfiter,P
Robert E. L. Aldred,Jayme Luiz Szwarcfiter,N
Liang Sun,Jayme Luiz Szwarcfiter,N
Myungchul Kim,Jayme Luiz Szwarcfiter,N
Kiran R. Bhutani,Jayme Luiz Szwarcfiter,N
Mark Keil,Jean Armstrong,N
Hasan Cam,Jean Armstrong,N
Christian Jansson,Jean B. Lasserre,N
Guillermo Matera,Jean B. Lasserre,N
Pietro Liò,Jean B. Lasserre,N
Vinny Cahill,Jean Bacon,N
Jean-Michel Dion,Jean Bacon,N
Henrik Hautop Lund,Jean Bacon,N
Jacques A. de Guise,Jean Dansereau,P
François Pierrot,Jean Dansereau,N
Jean-Eric Pin,Jean Jacques Loiseau,N
Francesca A. Lisi,Jean Jacques Loiseau,N
Lisimachos P. Kondi,Jean Jacques Loiseau,N
Jerzy Mycka,Jean Jacques Loiseau,N
Virginia R. de Sa,Jean Jacques Loiseau,N
Yanyun Chen,Jean Jacques Loiseau,N
Heinz Ulrich Hoppe,Jean Jacques Loiseau,N
Chung-Ping Chung,Jean Jyh-Jiun Shann,P
Lionel C. Briand,Jean Jyh-Jiun Shann,N
Jean-Eric Pin,Jean Mairesse,N
Jean Jacques Loiseau,Jean Mairesse,N
Maurice Nivat,Jean Mairesse,N
Stéphane Gaubert,Jean Mairesse,P
Ramesh R. Rao,Jean Mairesse,N
Nicholas C. Romano Jr.,Jean Mairesse,N
Roman Kapuscinski,Jean Mairesse,N
John Tsinias,Jean Pierre Delmas,N
Mario Pickavet,Jean Pierre Delmas,N
Georgios I. Papadimitriou,Jean Pierre Delmas,N
Stephen Downes,Jean Ponce,N
Alan C. Evans,Jean Régis,N
D. Louis Collins,Jean Régis,N
Michael Kifer,Jean Régis,N
Gábor Bacsó,Jean Régis,N
Giuseppe De Nicolao,Jean Régis,N
Paul H. Muir,Jean Régis,N
Mark-Jan Nederhof,Jean Régis,N
Alan C. Schultz,Jean Scholtz,N
Christopher A. Miller 0001,Jean Scholtz,N
David Budgen,Jean Scholtz,P
Eugene Santos Jr.,Jean Scholtz,N
Marian Petre,Jean Scholtz,P
Michael L. Littman,Jean Scholtz,N
Simon Parsons,Jean Scholtz,N
Yukio Ohsawa,Jean Scholtz,N
Congxin Wu,Jean Scholtz,N
Jeremy Roschelle,Jean Scholtz,P
Jeng Tze Huang,Jean Scholtz,N
Christophe Andrieu,Jean Scholtz,N
Boualem Boashash,Jean Scholtz,N
Rodica Branzei,Jean Vanderdonckt,N
Graham Pervan,Jean Vanderdonckt,N
Shyi-Chyi Cheng,Jean-Baptiste Joinet,N
Zofia Adamowicz,Jean-Baptiste Joinet,N
Chih-Ping Wei,Jean-Baptiste Joinet,N
Jean Régis,Jean-Baptiste Poline,N
Jérôme Idier,Jean-Baptiste Poline,N
Pedro Berrizbeitia,Jean-Baptiste Poline,N
Todd M. Austin,Jean-Baptiste Poline,N
Gerhard Tröster,Jean-Bernard Stefani,N
Dorothea Wagner,Jean-Bernard Stefani,N
Marco Buratti,Jean-Bernard Stefani,N
Kim-Chuan Toh,Jean-Bernard Stefani,N
Günther Palm,Jean-Bernard Stefani,N
Dawei Hong,Jean-Camille Birget,P
Anees Shaikh,Jean-Camille Birget,N
Michele E. Clamp,Jean-Charles Pomerol,N
Mustafa Ç. Pinar,Jean-Charles Pomerol,N
Evripidis Bampis,Jean-Charles Pomerol,N
Erhan Kozan,Jean-Charles Pomerol,N
Jouni Pulliainen,Jean-Christophe Calvet,N
Yann H. Kerr,Jean-Christophe Calvet,N
Vassilios S. Verykios,Jean-Christophe Calvet,N
Ricardo L. Mancera,Jean-Christophe Calvet,N
Chanhee Oh,Jean-Christophe Calvet,N
Ion Androutsopoulos,Jean-Christophe Calvet,N
Aboul Ella Hassanien,Jean-Christophe Calvet,N
Jerzy Tyszer,Jean-Christophe Comte,N
Mohammad Peyravian,Jean-Christophe Comte,N
Esmeralda Mainar,Jean-Christophe Comte,N
Yang W. Lee,Jean-Claude Bajard,N
Erina Ferro,Jean-Claude Bajard,N
Michele Flammini,Jean-Claude Bermond,P
Miriam Di Ianni,Jean-Claude Bermond,P
P. Paulraja,Jean-Claude Bermond,N
Ian Oppermann,Jean-Claude Bermond,N
Ulug Bayazit,Jean-Claude Bermond,N
Viktor K. Decyk,Jean-Claude Bermond,N
Lorenz Halbeisen,Jean-Claude Hennet,N
Kaushik Roy 0001,Jean-Claude Hennet,N
Xiaojie Xu,Jean-Claude Hennet,N
Colin de la Higuera,Jean-Claude Latombe,N
Martial Hebert,Jean-Claude Latombe,P
Kiyoung Choi,Jean-Claude Simon,N
Chris C. N. Chu,Jean-Claude Simon,N
Lawrence Chung,Jean-Claude Simon,N
Dominique Attali,Jean-Daniel Boissonnat,N
Joel W. Burdick,Jean-Daniel Boissonnat,P
Kenneth Y. Goldberg,Jean-Daniel Boissonnat,P
Seth Hutchinson,Jean-Daniel Boissonnat,P
Changyun Wen,Jean-Daniel Boissonnat,N
Zhigang Zhu,Jean-Daniel Boissonnat,N
Hsiao-Rong Tyan,Jean-Daniel Boissonnat,N
Gérard Bailly,Jean-Daniel Boissonnat,N
Osamu Hoshino,Jean-Didier Legat,N
Juha Honkala,Jean-Didier Legat,N
Noboru Babaguchi,Jean-Eric Pin,N
Loriene Roy,Jean-Eric Pin,N
Bruce I. Reiner,Jean-Eric Pin,N
Mohan L. Chaudhry,Jean-Eric Pin,N
Gianpaolo Ghiani,Jean-François Cordeau,P
Geoff Whittle,Jean-François Cordeau,N
Alan C. Evans,Jean-François Mangin,N
D. Louis Collins,Jean-François Mangin,N
Jean-Baptiste Poline,Jean-François Mangin,N
Jean Régis,Jean-François Mangin,P
Djemel Ziou,Jean-François Mangin,N
Marie-Hélène Masson,Jean-François Mangin,N
Kun-Wah Yip,Jean-François Mangin,N
Eshel Ben-Jacob,Jean-François Mertens,N
X. Chen,Jean-François Mertens,N
Luc Berthouze,Jean-François P. Labourdette,N
Joe Suzuki,Jean-François P. Labourdette,N
Stavros J. Hamodrakas,Jean-François P. Labourdette,N
J. Maurice Rojas,Jean-François Rouet,N
Miguel Delgado,Jean-François Rouet,N
Keith R. Godfrey,Jean-François Rouet,N
Simon S. Lam,Jean-François Rouet,N
Clifford A. Shaffer,Jean-François Rouet,N
Jean-Didier Legat,Jean-Jacques Quisquater,P
Leslie D. Servi,Jean-Jacques Quisquater,N
Qi Shi,Jean-Lien C. Wu,N
Rolf Ernst,Jean-Lien C. Wu,N
H. Jaap van den Herik,Jean-Lien C. Wu,N
Guizhong Liu,Jean-Lien C. Wu,N
Hoàng-Oanh Le,Jean-Lien C. Wu,N
Marcelo Lubaszewski,Jean-Lien C. Wu,N
Bertrand Cottenceau,Jean-Louis Boimond,N
Aldo de Moor,Jean-Louis Boimond,N
Zdzislaw Skupien,Jean-Louis Boimond,N
Hans Georg Bock,Jean-Louis Boimond,N
Manuel Ojeda-Aciego,Jean-Louis Coatrieux,N
Catherine Garbay,Jean-Louis Coatrieux,N
Francesco Delli Priscoli,Jean-Louis Coatrieux,N
Jean-François Raskin,Jean-Louis Goffin,N
Huirong Fu,Jean-Loup Faulon,N
Walter W. C. Chung,Jean-Loup Faulon,N
Mongi A. Abidi,Jean-Loup Faulon,N
Anne Bergeron,Jean-Loup Risler,N
Mathieu Raffinot,Jean-Loup Risler,N
Leo Dorst,Jean-Loup Risler,N
Carlo Blundo,Jean-Loup Risler,N
Henry Leung,Jean-Loup Risler,N
David Hawkridge,Jean-Luc Dugelay,N
Peter Borm,Jean-Luc Dugelay,N
Iraj Kalantari,Jean-Luc Dugelay,N
Cesare Svelto,Jean-Luc Gaudiot,N
Vassilios Makios,Jean-Luc Gaudiot,N
Shiuh-Pyng Shieh,Jean-Luc Gaudiot,N
Raymond E. Levitt,Jean-Luc Guermond,N
Peter Borm,Jean-Luc Guermond,N
Sung-Mo Kang,Jean-Luc Guermond,N
Guiqing Li,Jean-Luc Schwartz,N
Stefan Biffl,Jean-Luc Schwartz,N
David L. Donoho,Jean-Luc Starck,N
Jin Li,Jean-Luc Starck,N
Stephen A. Brewster,Jean-Luc Starck,N
Raghu Ramakrishnan,Jean-Luc Starck,N
André Kempe,Jean-Marc Champarnaud,N
Djelloul Ziadi,Jean-Marc Champarnaud,P
Éric Laugerotte,Jean-Marc Champarnaud,P
Gérard Duchamp,Jean-Marc Champarnaud,P
Yannis Siskos,Jean-Marc Champarnaud,N
Guillermo Gallego 0001,Jean-Marc Champarnaud,N
Eunice E. Santos,Jean-Marc Champarnaud,N
Fabien Feschet,Jean-Marc Chassery,N
Giorgio Parisi,Jean-Marc Chassery,N
Anthony D. Joseph,Jean-Marc Chassery,N
Emilio Salinas,Jean-Marc Fellous,N
Paul H. E. Tiesinga,Jean-Marc Fellous,N
Eric Vigoda,Jean-Marc Fellous,N
Francisco Larrión,Jean-Marc Fellous,N
Ugo Vaccaro,Jean-Marc Fellous,N
Il-Yeol Song,Jean-Marc Martel,N
Stefano Stramigioli,Jean-Marc Martel,N
Russ Miller,Jean-Marc Menaud,N
Kotaro Minato,Jean-Marc Menaud,N
Gary B. Lamont,Jean-Marc Menaud,N
Steven H. Low,Jean-Marc Vesin,N
Dennis Stanton,Jean-Marc Vesin,N
Cunsheng Ding,Jean-Marc Vesin,N
Alexander Kesselman,Jean-Marc Vesin,N
Koichi Yamazaki,Jean-Marc Vesin,N
Raymond J. Spiteri,Jean-Marc Vesin,N
Jean-Christophe Comte,Jean-Marie Bilbault,N
Jian Li 0001,Jean-Marie Bilbault,N
L. Venkata Subramaniam,Jean-Marie Bilbault,N
Vinny Cahill,Jean-Marie Bilbault,N
Ion Petre,Jean-Marie Bilbault,N
David R. Gilbert,Jean-Marie Jacquet,P
Chunming Qiao,Jean-Marie Jacquet,N
Mikhail J. Atallah,Jean-Marie Proth,N
Andreas Brandstädt,Jean-Marie Vanherpe,N
Chính T. Hoàng,Jean-Marie Vanherpe,N
Hoàng-Oanh Le,Jean-Marie Vanherpe,N
Gunter Saake,Jean-Marie Vanherpe,N
Cédric Notredame,Jean-Michel Claverie,N
Olivier Poirot,Jean-Michel Claverie,N
Sven Axsäter,Jean-Michel Claverie,N
Saed Samadi,Jean-Michel Claverie,N
Weili Wu,Jean-Michel Dion,N
Frada Burstein,Jean-Michel Dion,N
Wolfgang Porod,Jean-Michel Dion,N
Kun-Wah Yip,Jean-Michel Dion,N
Arup Acharya,Jean-Michel Dumas,N
Stephen L. Casner,Jean-Michel Fourneau,N
Xin Wang,Jean-Michel Fourneau,N
Peter Meer,Jean-Michel Fourneau,N
Pieter H. Hartel,Jean-Michel Fourneau,N
Ronald Tetzlaff,Jean-Michel Hélary,N
Nigel H. Goddard,Jean-Michel Hélary,N
Arnon Amir,Jean-Michel Hélary,N
Solomon Marcus,Jean-Michel Hélary,N
Peter Scheuermann,Jean-Michel Hélary,N
Y. Chen,Jean-Michel Jolion,N
João P. Marques Silva,Jean-Michel Knippel,N
Jian Fang,Jean-Michel Knippel,N
Anand Sivasubramaniam,Jean-Michel Knippel,N
Lionel Moisan,Jean-Michel Morel,P
Domenico Mirri,Jean-Michel Morel,N
Guillaume Hanrot,Jean-Michel Muller,N
Paul Zimmermann,Jean-Michel Muller,N
Srimanta Pal,Jean-Michel Muller,N
Barbara Pernici,Jean-Michel Muller,N
Hai Zhuge,Jean-Michel Muller,N
Ee-Peng Lim,Jean-Michel Muller,N
Chanathip Namprempre,Jean-Paul A. Barthès,N
Mitsuru Ishizuka,Jean-Paul A. Barthès,N
J. Leo van Hemmen,Jean-Paul Allouche,N
Michele Zito,Jean-Paul Allouche,N
Hao Che,Jean-Paul Allouche,N
Jean-Marc Vesin,Jean-Philippe Thiran,P
Murat Kunt,Jean-Philippe Thiran,P
Tat-Seng Chua,Jean-Philippe Thiran,N
Maarten Marx,Jean-Philippe Thiran,N
Chin-Tzong Pang,Jean-Philippe Thiran,N
Chin-Chen Chang 0001,Jean-Philippe Thiran,N
Heikki N. Koivo,Jean-Philippe Thiran,N
Seth Bullock,Jean-Philippe Vial,N
Harry F. Martz,Jean-Philippe Vial,N
Pascal Larzabal,Jean-Pierre Barbot,P
Francesco Mattia,Jean-Pierre Barbot,N
Pierre L. Kunsch,Jean-Pierre Brans,N
Ioana Dumitriu,Jean-Pierre Brans,N
Huitang Chen,Jean-Pierre Brans,N
Ming Zhang,Jean-Pierre Brans,N
Stanley Osher,Jean-Pierre Brans,N
Tao Li,Jean-Pierre Brans,N
Visa Koivunen,Jean-Pierre Brans,N
George Papanicolaou,Jean-Pierre Fouque,N
Knut Sølna,Jean-Pierre Fouque,N
Ramon Jansana,Jean-Pierre Fouque,N
Yueting Zhuang,Jean-Pierre Fouque,N
Judit Bar-Ilan,Jean-Pierre Fouque,N
Ahmed K. Elmagarmid,Jean-Pierre Fouque,N
Ehud Lehrer,Jean-Pierre Fouque,N
Scott A. Mahlke,Jean-Pierre Fouque,N
Patrick Th. Eugster,Jean-Pierre Hubaux,P
Ignacio M. Pelayo,Jean-Pierre Hubaux,N
Peter W. Glynn,Jean-Pierre Hubaux,N
Ruggero Lanotte,Jean-Pierre Richard,N
Raman Venkataramani,Jean-Pierre Richard,N
Zixue Cheng,Jean-Pierre Richard,N
David Graham Wastell,Jean-Pierre Tillich,N
Jon M. Kleinberg,Jean-Pierre Tillich,N
Joel E. Richardson,Jean-Pierre Tillich,N
Kerstin Müller 0001,Jean-Pierre Tillich,N
Giulia Simi,Jean-Pierre Tillich,N
Adriaan A. Van de Griend,Jean-Pierre Wigneron,N
Jouni Pulliainen,Jean-Pierre Wigneron,N
Yann H. Kerr,Jean-Pierre Wigneron,N
Ravi Bapna,Jean-Pierre Wigneron,N
Jan van Leeuwen,Jean-Pierre Wigneron,N
William H. Tranter,Jean-Pierre Wigneron,N
Bernard Caron,Jean-Yves Chouinard,N
Yiyan Wu,Jean-Yves Chouinard,N
Hossam Afifi,Jean-Yves Chouinard,N
Rik Van de Walle,Jean-Yves Chouinard,N
Chyan Yang,Jean-Yves Chouinard,N
Amar Gupta,Jean-Yves Chouinard,N
Rens Scheepers,Jean-Yves Chouinard,N
Teunis J. Ott,Jean-Yves Chouinard,N
Adrian Dumitrescu,Jean-Yves Chouinard,N
Katarína Cechlárová,Jean-Yves Chouinard,N
Ramón González Carvajal,Jean-Yves Le Boudec,N
Bir Bhanu,Jean-Yves Le Boudec,N
Marina Mondin,Jean-Yves Marion,N
Veronica Biazzo,Jean-Yves Marion,N
David Pokrass Jacobs,Jean-Yves Marion,N
Xian-Da Zhang,Jean-Yves Marion,N
Fabrice Heitz,Jean-Yves Marion,N
Friedhelm Schwenker,Jean-Yves Marion,N
Rita Puzmanova,Jean-Yves Marion,N
Jovan Dj. Golic,Jean-Yves Marion,N
Sue Whitesides,Jean-Yves Potvin,N
Yves Robert,Jeanne Ferrante,N
Luciano Lenzini,Jeanne Ferrante,N
Garrett T. Kenyon,Jeanne Ferrante,N
Philippe Codognet,Jeanne Ferrante,N
Henry MacKay Walker,Jeanne Ferrante,P
Bertrand Meyer 0001,Jeanne W. Ross,N
Shin-Ju Chen,Jeanne W. Ross,N
Evangelos E. Milios,Jeannette C. M. Janssen,N
Richard J. Nowakowski,Jeannette C. M. Janssen,P
David Zhang 0001,Jeannette C. M. Janssen,N
Andrej Bauer,Jeannette C. M. Janssen,N
Vitaly P. Solov'ev,Jeannette C. M. Janssen,N
Si Wu,Jeannette C. M. Janssen,N
Blake Hannaford,Jee-Hwan Ryu,N
Dong-Soo Kwon,Jee-Hwan Ryu,P
Laurent Wendling,Jee-Hwan Ryu,N
Baw-Jhiune Liu,Jef Raskin,N
Kholmatzhon Kh. Imomnazarov,Jef Raskin,N
Chris Diorio,Jeff A. Bilmes,P
James Demmel,Jeff A. Bilmes,P
Ibrahim W. Habib,Jeff A. Bilmes,N
Jeremy Kepner,Jeff A. Bilmes,N
Markus H. Gross,Jeff A. Bilmes,N
Pascal Lorenz,Jeff B. Paris,N
Cheryl L. Dunn,Jeff B. Paris,N
Francis Chung-Ming Lau,Jeff B. Paris,N
Enzo Baccarelli,Jeff B. Paris,N
Christine W. Chan,Jeff Edmonds,N
Richard E. Ladner,Jeff Edmonds,P
Eyad H. Abed,Jeff Edmonds,N
John Hershberger 0001,Jeff Erickson 0001,P
Julien Basch,Jeff Erickson 0001,P
Li Zhang 0001,Jeff Erickson 0001,P
Katsuki Fujisawa,Jeff Erickson 0001,P
Robert Preissner,Jeff Erickson 0001,N
Richard M. Karp,Jeff Erickson 0001,P
Junji Maeda,Jeff Erickson 0001,N
Pavel A. Pevzner,Jeff Erickson 0001,P
Artur S. d'Avila Garcez,Jeff Kramer,N
Ping Li,Jeff Kramer,N
Manfred Morari,Jeff Kramer,N
Mary Lou Soffa,Jeff Magee,N
Guillaume Bal,Jeff Magee,N
Otto Carlos Muniz Bandeira Duarte,Jeff Magee,N
Thomas Wiegand,Jeff Magee,N
Mireille Boutin,Jeff Offutt,N
Francisco J. González-Castaño,Jeff Tian,N
Dietmar Cieslik,Jeff Tian,N
David Lorge Parnas,Jeff Tian,N
